Date,GDP_Level
2020,2404838.0
2021,2610286.0
2022,2744708.0
2023,2752164.0
2024,2783165.0
2020 Q1,652180.0
2020 Q2,522356.0
2020 Q3,610972.0
2020 Q4,619330.0
2021 Q1,612665.0
2021 Q2,655443.0
2021 Q3,666498.0
2021 Q4,675680.0
2022 Q1,682527.0
2022 Q2,686335.0
2022 Q3,687029.0
2022 Q4,688817.0
2023 Q1,689206.0
2023 Q2,689491.0
2023 Q3,687839.0
2023 Q4,685628.0
2024 Q1,691387.0
2024 Q2,695793.0
2024 Q3,697153.0
2024 Q4,698832.0
2025 Q1,703458.0
2025 Q2,705403.0
